score ; Cocktail ; n patient taking C ; n patient taking C and having AE ; RR
2.2587;amlodipine:anticholinesterases;332;1;9.07893
2.25287;thiazolidinediones:lipid modifying agents;1650;2;3.65743
2.23619;hmg coa reductase inhibitors:gemfibrozil;340;1;8.86526
2.22514;nicorandil:lipid modifying agents;344;1;8.76215
2.21153;hmg coa reductase inhibitors:phenothiazines with piperazine structure;349;1;8.6366
2.20078;prednisone:tofacitinib;353;1;8.53871
2.19281;hmg coa reductase inhibitors:anesthetics, local;356;1;8.46674
2.18161;abacavir;1723;2;3.50231
2.17876;glucocorticoids:interleukin inhibitors;1726;2;3.49622
2.16416;hmg coa reductase inhibitors:temazepam;367;1;8.21291
2.13642;lipid modifying agents:lidocaine;378;1;7.97386
2.10712;antiarrhythmics, class ic:hmg coa reductase inhibitors;390;1;7.72845
2.09711;lipid modifying agents:other antidepressants;5680;4;2.12757
2.06887;hmg coa reductase inhibitors:urologicals;5742;4;2.10452
2.05808;lipid modifying agents:clozapine;411;1;7.33347
2.05466;ascorbic acid (vit c):lipid modifying agents;1863;2;3.23884
2.05466;ascorbic acid (vitamin c), plain:lipid modifying agents;1863;2;3.23884
2.05466;ascorbic acid (vitamin c), incl. combinations:lipid modifying agents;1863;2;3.23884
2.04863;lipid modifying agents:zolpidem;1870;2;3.2267
2.04679;lipid modifying agents:aripiprazole;416;1;7.2453
2.03124;antiarrhythmics, class ic:lipid modifying agents;423;1;7.12538
2.0203;lipid modifying agents:anesthetics, local;428;1;7.04211
2.0095;salt solutions:corticosteroids for systemic use;433;1;6.96077
1.99467;lansoprazole:hmg coa reductase inhibitors;1934;2;3.1198
1.99459;sodium:hmg coa reductase inhibitors;440;1;6.85
1.98202;other vasodilators used in cardiac diseases:lipid modifying agents;446;1;6.75783
1.97168;hmg coa reductase inhibitors:alkylating agents;451;1;6.68289
1.93152;lipid modifying agents:aromatase inhibitors;471;1;6.39903
1.91684;lisinopril:hmg coa reductase inhibitors;6094;4;1.98252
1.91597;angiotensin ii receptor blockers (arbs), plain:diclofenac;479;1;6.29213
1.91001;lipid modifying agents:other centrally acting agents;2040;2;2.9575
1.86187;hmg coa reductase inhibitors:aciclovir;508;1;5.93282
1.86187;irrigating solutions:hmg coa reductase inhibitors;508;1;5.93282
1.85826;omeprazole:oxicams;510;1;5.90955
1.85467;sodium:lipid modifying agents;512;1;5.88646
1.8387;indapamide:lipid modifying agents;521;1;5.78474
1.83068;lansoprazole:lipid modifying agents;2146;2;2.81123
1.82475;lipid modifying agents:hydroxyzine;529;1;5.69723
1.78236;ceftriaxone;2214;2;2.72477
1.78095;hmg coa reductase inhibitors:fampridine;555;1;5.43025
1.74404;other alimentary tract and metabolism products:analgesics;578;1;5.21409
1.74091;hmg coa reductase inhibitors:other nervous system drugs;580;1;5.1961
1.69677;mesalazine:lipid modifying agents;609;1;4.94858
1.6894;brentuximab vedotin;614;1;4.90827
1.68538;lipid modifying agents:other antineoplastic agents;2359;2;2.55706
1.68209;lipid modifying agents:aciclovir;619;1;4.86861
1.68064;torasemide:hmg coa reductase inhibitors;620;1;4.86075
1.65772;macrolides, lincosamides and streptogramins:acetylsalicylic acid;636;1;4.73842
1.65349;colesevelam;639;1;4.71617
1.64372;aminosalicylic acid and similar agents:hmg coa reductase inhibitors;646;1;4.66504
1.63635;lipid modifying agents:muscle relaxants, centrally acting agents;2437;2;2.4751
1.62046;torasemide:lipid modifying agents;663;1;4.54538
1.59584;lipid modifying agents:hydrocodone;2504;2;2.40877
1.59003;hmg coa reductase inhibitors:meloxicam;686;1;4.39292
1.58615;pravastatin:antiinfectives for systemic use;689;1;4.37378
1.58228;hmg coa reductase inhibitors:cyclobenzaprine;692;1;4.35481
1.56943;carvedilol:hmg coa reductase inhibitors;2549;2;2.36618
1.56827;ondansetron:hmg coa reductase inhibitors;703;1;4.28664
1.55731;lipid modifying agents:benzodiazepine related drugs;2570;2;2.34682
1.54585;hmg coa reductase inhibitors:other antipsychotics;721;1;4.17958
1.53731;cardiovascular system:parathyroid hormones and analogues;728;1;4.13937
1.52049;rosiglitazone:lipid modifying agents;742;1;4.06124
1.51693;doxazosin:hmg coa reductase inhibitors;745;1;4.04487
1.50574;valsartan:hmg coa reductase inhibitors;2662;2;2.26558
1.492;vasoprotectives;9730;5;1.5515
1.4879;beta-lactamase sensitive penicillins;770;1;3.91349
1.48728;alpha and beta blocking agents:hmg coa reductase inhibitors;2696;2;2.23696
1.4747;antithrombotic agents;109087;41;1.14185
1.47248;hmg coa reductase inhibitors:antineoplastic agents;7342;4;1.64425
1.46936;oxycodone;22770;10;1.32768
1.46765;lipid modifying agents:fampridine;788;1;3.82405
1.46654;lipid modifying agents:quetiapine;789;1;3.8192
1.45806;opioid anesthetics;12386;6;1.46289
1.45772;lipid modifying agents:baclofen;797;1;3.78085
1.45662;rosuvastatin:other antidepressants;798;1;3.77611
1.45226;blood substitutes and perfusion solutions:lipid modifying agents, plain;802;1;3.75726
1.45181;antihypertensives:hmg coa reductase inhibitors;2763;2;2.18262
1.44576;lipid modifying agents:progestogens;808;1;3.72935
1.44536;other antineoplastic agents;33702;14;1.25674
1.43504;lipid modifying agents, plain:other nervous system drugs;818;1;3.68374
1.43504;lipid modifying agents:other nervous system drugs;818;1;3.68374
1.42238;corticosteroids for systemic use:ciprofloxacin;830;1;3.63045
1.41716;verapamil:lipid modifying agents;835;1;3.6087
1.40377;ondansetron:lipid modifying agents, plain;848;1;3.55335
1.40377;ondansetron:lipid modifying agents;848;1;3.55335
1.39162;lipid modifying agents:cyclobenzaprine;860;1;3.50374
1.38561;systemic hormonal preparations, excl. sex hormones and insulins:immune sera and immunoglobulins;866;1;3.47945
1.3651;various;23411;10;1.2908
1.3611;gemfibrozil;891;1;3.38177
1.35342;lipid modifying agents:oxicams;899;1;3.35166
1.34592;alpha and beta blocking agents:lipid modifying agents;2977;2;2.02546
1.34394;lipid modifying agents:testosterone;909;1;3.31477
1.34176;other beta-lactam antibacterials;10327;5;1.46126
1.33086;lipid modifying agents:loratadine;923;1;3.26446
1.31892;antiadrenergic agents, peripherally acting:hmg coa reductase inhibitors;936;1;3.2191
1.31856;valsartan:lipid modifying agents;3036;2;1.98602
1.31438;sulfonamides, plain:hmg coa reductase inhibitors;941;1;3.20198
1.31257;glucocorticoids:other drugs for obstructive airway diseases, inhalants;943;1;3.19519
1.31077;softeners, emollients:lipid modifying agents, plain;945;1;3.18842
1.31077;softeners, emollients:lipid modifying agents;945;1;3.18842
1.2851;antiemetics and antinauseants:lipid modifying agents;974;1;3.09343
1.23716;gliclazide:lipid modifying agents;1031;1;2.92231
1.21949;osmotically acting laxatives:hmg coa reductase inhibitors;1053;1;2.86121
1.18015;biotin;1104;1;2.72895
1.17667;atenolol:lipid modifying agents;3370;2;1.78882
1.16973;hmg coa reductase inhibitors:escitalopram;1118;1;2.69475
1.15063;apixaban;5942;3;1.52221
1.1472;hmg coa reductase inhibitors:venlafaxine;1149;1;2.622
1.13445;hmg coa reductase inhibitors:naproxen;1167;1;2.58153
1.13026;anthelmintics;1173;1;2.56831
1.11988;diltiazem:acetylsalicylic acid;1188;1;2.53586
1.11788;triamcinolone;3524;2;1.71048
1.10898;prednisone:other antidepressants;1204;1;2.50214
1.10763;osmotically acting laxatives:lipid modifying agents;1206;1;2.49799
1.04833;zidovudine;1298;1;2.3208
1.03975;hmg coa reductase inhibitors:diazepines, oxazepines, thiazepines and oxepines;1312;1;2.29602
1.0368;other monoclonal antibodies and antibody drug conjugates;3754;2;1.60546
1.0331;lipid modifying agents:fluoxetine;1323;1;2.27691
1.0283;ranitidine:hmg coa reductase inhibitors;1331;1;2.26321
1.02473;bile acid sequestrants;1337;1;2.25305
0.969555;beta blocking agents, non-selective:hmg coa reductase inhibitors;1434;1;2.10052
0.966838;digitalis glycosides:hmg coa reductase inhibitors;1439;1;2.09321
0.966838;cardiac glycosides:hmg coa reductase inhibitors;1439;1;2.09321
0.943957;prednisone:cough and cold preparations;1482;1;2.03243
0.938755;digoxin:lipid modifying agents, plain;1492;1;2.01879
0.916385;amlodipine:corticosteroids;1536;1;1.96091
0.906976;lipid modifying agents, plain:ibuprofen;1555;1;1.93692
0.901109;digitalis glycosides:lipid modifying agents;1567;1;1.92208
0.896747;hmg coa reductase inhibitors:oxycodone;1576;1;1.91109
0.866164;beta blocking agents, non-selective:lipid modifying agents;1641;1;1.83532
0.863421;lisinopril:glucocorticoids;1647;1;1.82863
0.851232;diltiazem:hmg coa reductase inhibitors;1674;1;1.7991
0.823339;sodium chloride:cardiovascular system;1738;1;1.73278
0.777645;lipid modifying agents:estrogens;1850;1;1.62777
0.769873;diltiazem:lipid modifying agents;1870;1;1.61034
0.726194;hmg coa reductase inhibitors:folic acid analogues;1988;1;1.51464
0.685592;vasoprotectives:hmg coa reductase inhibitors;2107;1;1.42899
0.661289;dabigatran etexilate:lipid modifying agents;2183;1;1.37918
0.640233;lipid modifying agents:drugs for urinary frequency and incontinence;2252;1;1.33686
0.576222;lipid modifying agents:methotrexate;2482;1;1.21281
0.560679;antimycobacterials;2543;1;1.18367
0.556941;lipid modifying agents:folic acid analogues;2558;1;1.17672
0.540774;lipid modifying agents, plain:decongestants and other nasal preparations for topical use;5884;2;1.02293
0.504766;hmg coa reductase inhibitors:omega-3-triglycerides incl. other esters and acids;2782;1;1.08182
0.488795;pituitary and hypothalamic hormones and analogues;9522;3;0.947786
0.459819;potassium:hmg coa reductase inhibitors;3000;1;1.00307
0.394654;oxaliplatin;3368;1;0.893269
0.362661;lipid modifying agents:selective serotonin reuptake inhibitors;7271;2;0.827081
0.334846;cardiovascular system:salbutamol;7552;2;0.796167
0.326365;pantoprazole:lipid modifying agents, plain;3842;1;0.782833
0.320065;sildenafil;18273;5;0.821738
0.273392;lipid modifying agents:antiepileptics;4298;1;0.699579
0.254574;lipid modifying agents:adalimumab;4485;1;0.670332
0.155494;immunoglobulins, normal human;5820;1;0.516142
0.132275;other antiepileptics;22836;5;0.65566
0.106364;immunoglobulins;6886;1;0.43595
0.104656;lipid modifying agents:tumor necrosis factor alpha (tnf-α) inhibitors;6932;1;0.433045
0.101467;immune sera and immunoglobulins;7020;1;0.427593
0.000406561;antihypertensives;57493;7;0.357998
